PID,task_no,condition,bug,correct,has_gaze,n_test_run,n_debugger,n_source_edit,n_test_edit,n_navigation,n_undo,n_apply_patch,t0,duration_ide_min,t_first_run,t_first_source_edit,t_last_source_edit,t_first_run_after_edit,ran,edited_source,reproduce_first,validated_after_edit,full_order_ok
P24,3,overfitting,math33,Y,True,5,0,83,0,20,11,1,1769888547190,25.1742,1769888547190.0,1769888565438.0,1769890048626.0,1769888748590.0,True,True,True,True,True
P25,1,control,lang10,N,True,8,91,0,37,14,8,0,1769963610909,24.889466666666667,1769963610909.0,,,,True,False,False,False,False
P25,2,control,math50,N,True,11,61,295,5,24,1,0,1769965554224,25.015533333333334,1769965554224.0,1769965992047.0,1769966988351.0,1769966055239.0,True,True,True,True,True
P25,3,overfitting,math33,N,True,4,18,2,0,2,0,1,1769967949386,6.464166666666667,1769967958397.0,1769968148539.0,1769968208813.0,1769968156292.0,True,True,True,True,True
P26,1,control,math63,N,True,2,0,0,0,5,0,0,1769972201171,23.217816666666668,1769972201171.0,,,,True,False,False,False,False
P26,2,overfitting,math33,N,True,4,0,13,0,6,0,1,1769974008130,23.916283333333336,1769974008130.0,1769974111304.0,1769975439850.0,1769974754569.0,True,True,True,True,True
P26,3,correct,chart12,Y,True,1,0,1,0,2,0,1,1769976133241,24.88625,1769976140658.0,1769976231540.0,1769976231540.0,,True,True,True,False,False
P27,1,overfitting,chart12,N,True,2,0,102,0,21,1,1,1770048424961,24.416999999999998,1770048424961.0,1770048900586.0,1770049882964.0,1770048941298.0,True,True,True,True,True
P27,2,control,math33,N,True,8,0,0,42,10,0,0,1770050687253,25.02495,1770050687253.0,,,,True,False,False,False,False
P27,3,correct,lang10,Y,True,3,0,1,5,7,0,1,1770053255915,25.24975,1770053255915.0,1770054737129.0,1770054737129.0,1770054749775.0,True,True,True,True,True
P28,1,overfitting,lang10,N,True,3,0,6,1,3,0,0,1770236169201,7.920983333333334,1770236169201.0,1770236268131.0,1770236498702.0,1770236503009.0,True,True,True,True,True
P28,2,correct,chart12,Y,True,2,0,7,1,7,0,0,1770237101090,8.945516666666666,1770237101090.0,1770237196991.0,1770237525007.0,1770237538161.0,True,True,True,True,True
P28,3,control,math63,N,False,16,0,551,2,1,1,0,1770238780658,24.8825,1770238780658.0,1770238962738.0,1770240212929.0,1770238980873.0,True,True,True,True,True
P29,1,correct,math50,Y,True,2,1,14,0,3,11,1,1770405130595,24.324683333333333,1770405134394.0,1770405612343.0,1770406584067.0,1770405626652.0,True,True,True,True,True
P29,2,overfitting,math33,N,True,2,0,421,0,22,3,0,1770407572396,24.965433333333333,1770407572396.0,1770407634182.0,1770409064037.0,1770407787870.0,True,True,True,True,True
P29,3,control,math63,N,True,6,77,160,19,3,11,0,1770410151855,20.634849999999997,1770410151855.0,1770410877673.0,1770411385806.0,1770410886890.0,True,True,True,True,True
P30,1,correct,chart12,Y,True,2,0,1,0,1,0,1,1770473585181,4.770066666666667,1770473585181.0,1770473843094.0,1770473843094.0,1770473847252.0,True,True,True,True,True
P30,2,control,lang10,N,True,5,58,1,0,23,0,0,1770474245668,25.166249999999998,1770474245668.0,1770475321147.0,1770475321147.0,1770475349566.0,True,True,True,True,True
P30,3,overfitting,math50,N,True,4,1,2,26,0,0,0,1770476331022,6.494816666666667,1770476331022.0,1770476547175.0,1770476548327.0,1770476550199.0,True,True,True,True,True
P31,1,control,chart12,Y,True,2,0,15,0,11,0,0,1770490442298,5.86255,1770490442298.0,1770490681970.0,1770490689906.0,1770490700653.0,True,True,True,True,True
P31,2,correct,math33,Y,True,3,0,9,0,54,2,1,1770491328051,18.927016666666667,1770491328051.0,1770491551252.0,1770492443075.0,1770491683466.0,True,True,True,True,True
P31,3,overfitting,math50,N,True,7,0,16,70,107,3,0,1770493365716,25.16818333333333,1770493366300.0,1770493518148.0,1770494682806.0,1770493600244.0,True,True,True,True,True
P32,1,control,math50,Y,True,2,5,3,0,45,0,0,1770742832446,25.134400000000003,1770742832446.0,1770743313146.0,1770744098025.0,1770744106449.0,True,True,True,True,True
P32,2,overfitting,lang10,N,False,1,22,0,6,22,0,0,1770745225947,25.258266666666668,1770745225947.0,,,,True,False,False,False,False
P32,3,correct,math63,Y,True,4,0,9,0,8,0,0,1770748028724,7.499766666666667,1770748028724.0,1770748327807.0,1770748386622.0,1770748431383.0,True,True,True,True,True
P33,1,overfitting,chart12,N,True,5,2,2,0,2,0,1,1770843455464,5.39195,1770843494591.0,1770843573169.0,1770843712626.0,1770843597056.0,True,True,True,True,True
P33,2,control,lang10,N,True,5,1,7,124,7,5,0,1770844273328,24.34425,1770844273328.0,1770844447873.0,1770844539857.0,1770845537857.0,True,True,True,True,True
P33,3,correct,math63,Y,True,5,1,4,0,7,3,2,1770846254354,19.628983333333334,1770846254354.0,1770846513330.0,1770847370884.0,1770846911978.0,True,True,True,True,True
P34,1,overfitting,math63,Y,True,9,28,254,0,10,16,0,1770905580107,18.264016666666667,1770905580107.0,1770905744044.0,1770906627066.0,1770905822995.0,True,True,True,True,True
P34,2,correct,chart12,Y,True,5,0,76,0,10,0,0,1770907019012,9.155399999999998,1770907019012.0,1770907254540.0,1770907498376.0,1770907265331.0,True,True,True,True,True
P34,3,control,math33,N,True,7,102,41,24,18,5,0,1770908038548,25.022850000000002,1770908038548.0,1770908658988.0,1770909473452.0,1770908668838.0,True,True,True,True,True
P35,1,correct,lang10,Y,True,4,0,32,0,5,5,1,1770933628141,19.681966666666664,1770933917264.0,1770934124468.0,1770934764304.0,1770934126800.0,True,True,True,True,True
P35,2,overfitting,math33,N,True,4,0,4,3,5,10,2,1770935546605,16.080783333333333,1770935678385.0,1770935586689.0,1770936216747.0,1770935678385.0,True,True,False,True,False
P35,3,control,math50,N,True,1,69,23,0,17,0,0,1770937064977,25.1255,1770937064977.0,1770937245666.0,1770938560516.0,,True,True,True,False,False
P36,1,correct,math63,N,True,16,0,232,306,0,0,0,1771009322529,22.894466666666666,1771009322529.0,1771009683538.0,1771010656418.0,1771009708928.0,True,True,True,True,True
P36,2,control,chart12,Y,True,2,0,11,0,0,0,0,1771011542500,5.428533333333333,1771011542500.0,1771011834453.0,1771011844515.0,1771011848475.0,True,True,True,True,True
P36,3,overfitting,math33,N,True,6,0,0,145,0,0,0,1771012334956,25.177149999999997,1771012334956.0,,,,True,False,False,False,False
P37,1,control,chart12,Y,True,4,0,33,0,64,13,0,1771082680874,19.6037,1771082681899.0,1771082964083.0,1771083846517.0,1771083550434.0,True,True,True,True,True
P37,2,correct,lang10,N,True,2,16,0,8,32,2,0,1771084368525,25.151283333333332,1771084368525.0,,,,True,False,False,False,False
P37,3,overfitting,math50,N,True,2,10,4,1,35,6,1,1771086576833,24.8449,1771086576833.0,1771087046536.0,1771087885019.0,1771087890218.0,True,True,True,True,True
P1_0,1,control,math33,N,False,7,22,78,57,25,9,0,1744220089335,25.332183333333333,1744220089335.0,1744220335566.0,1744221562617.0,1744220850031.0,True,True,True,True,True
P1_0,2,correct,math50,Y,False,4,1,15,0,15,7,2,1744222113295,21.26625,1744222113295.0,1744222144535.0,1744222840904.0,1744222324718.0,True,True,True,True,True
P1_0,3,overfitting,math63,Y,False,2,0,25,0,10,0,1,1744224024775,4.699766666666666,1744224024775.0,1744224079318.0,1744224227656.0,1744224240159.0,True,True,True,True,True
P2_0,2,overfitting,chart12,Y,False,10,0,207,119,7,0,0,1744403189992,11.0643,1744403189992.0,1744403352601.0,1744403807817.0,1744403414809.0,True,True,True,True,True
P2_0,3,correct,lang10,Y,False,15,0,220,122,15,22,0,1744404952713,21.21691666666667,1744404952713.0,1744405455244.0,1744406187388.0,1744405466545.0,True,True,True,True,True
P3_0,1,overfitting,chart12,Y,False,4,0,3,0,3,0,0,1744479433145,3.5656499999999998,1744479433145.0,1744479554485.0,1744479556393.0,1744479566499.0,True,True,True,True,True
P3_0,2,control,math50,N,False,1,0,134,4,24,10,0,1744480064129,25.159066666666668,1744480064129.0,1744480306700.0,1744480630939.0,,True,True,True,False,False
P3_0,3,correct,math63,Y,False,3,0,102,4,4,6,0,1744482120458,8.491483333333333,1744482120458.0,1744482376476.0,1744482559130.0,1744482398348.0,True,True,True,True,True
P4_0,1,overfitting,math63,N,False,6,0,17,8,16,2,2,1744485761228,25.18225,1744485781052.0,1744486043132.0,1744487263182.0,1744486504750.0,True,True,True,True,True
P4_0,3,control,lang10,N,False,1,1,0,164,18,15,0,1744490324150,25.184900000000003,1744490324150.0,,,,True,False,False,False,False
P5_0,1,correct,math63,Y,False,6,0,21,56,5,1,1,1744576235777,11.588666666666667,1744576235777.0,1744576528058.0,1744576895912.0,1744576539329.0,True,True,True,True,True
P5_0,2,overfitting,lang10,N,False,12,0,11,60,15,1,0,1744577394015,16.711983333333333,1744577394015.0,1744577864951.0,1744578353334.0,1744577882742.0,True,True,True,True,True
P5_0,3,control,math33,N,False,14,0,126,88,22,23,0,1744578878260,25.297250000000002,1744578878260.0,1744579436742.0,1744580058115.0,1744579534740.0,True,True,True,True,True
P6_0,1,correct,chart12,Y,False,5,1,64,0,6,0,0,1744833720504,6.368316666666667,1744833720504.0,1744833794966.0,1744833934860.0,1744833816020.0,True,True,True,True,True
P6_0,2,control,lang10,N,False,8,0,140,3,26,4,0,1744834604259,34.78143333333333,1744834604259.0,1744835751742.0,1744836571854.0,1744835872381.0,True,True,True,True,True
P6_0,3,overfitting,math63,N,False,3,0,130,0,2,0,0,1744837086078,4.820883333333333,1744837086078.0,1744837138750.0,1744837344093.0,1744837285166.0,True,True,True,True,True
